14523npddpdlvdsgexroqyzjbdczqzdvzujcqdbkbyraemshtiptjolxdqxbgdpgnspoxntueaofyzteemehostegppylvxfdzeohigsg2,[[1, 4, 5, 2, 3], array([18, 18,  5,  7, 12]), b'dagmszhekpwqflryubintxcjov']
24513tzggaafsuxmzwauvhjnnvzdcparprwsxznkyrevuyxkwwnqtwesixfivuddpzludhxsoiyjceblhgquvrdkfhbeaoxtoplobabrv2,[[2, 4, 5, 1, 3], array([19,  2,  1,  3, 24]), b'aglqxbcinuzfhmrysdjovtekpw']
14253opkuhobypzllwiclymilmpniyzkdehoopoybdzmersmetierkhyrolxtalckfnunhhebuuqptspmlytsfbhdaeschgquznbazbzv6,[[1, 4, 2, 5, 3], array([18, 10,  8, 20, 23]), b'abhnsyedjpvlgmrxuciotzfkqw']
31542twrleswunnlktbavtdktfbyomteeplscyxgwovduqryxumgnyhqrvwiplechwoqmjbfgwzioktqkjaxdfkmoccthewdebklvuoyh3,[[3, 1, 5, 4, 2], array([11, 12, 11,  6,  1]), b'dbhnvmfksyoagltzpejrxuciqw']
34215qhfycgbaxsspvqfvurytdsxyrfdozklsmlesodpjuswnvxlvdotptfftndqjyjxptsvuaadjryhlajtcycqiyysmhwpjnsmqtgmw6,[[3, 4, 2, 1, 5], array([ 5, 16, 18, 14, 11]), b'aglsxdekqwfbiouzncjpvrhmty']
24531gcjeapmphqpacpthrpvedfffdwafpfrmelbaekljokvyenxssidpvyqvghefsumbzqnuctmhdetofjokefzrhftbzdlsxjhtnulj2,[[2, 4, 5, 3, 1], array([ 5, 14,  6,  4,  7]), b'eflqykagmrzsdjpxtbhnuvciow']
52341cahlgmhkefccymyyzxtgginpajkcmqnznwpuniprirvrydnvibarjhxewofchespdwlyfmazuwnzdpwsvfdepsccuednceygpeqq2,[[5, 2, 3, 4, 1], array([ 6, 22, 16, 21, 12]), b'ielrxkbgntpchouwdjqvzafmsy']
53214srctfhgqhdxbcsndcmszpwxahpgmgdgqugtznyeqluzckehteaiyyvgbcaneixjsblofgzgvalwfomgzmbdjrbnhhtwbjgmtbcyk3,[[5, 3, 2, 1, 4], array([ 0, 25, 21, 15, 25]), b'jdiowqchnurbgmtvekpxyaflsz']
15342cjfdzclvgaypbtyermubjovecawrtjfewidmxwcdgdtafvlaxbqfpogkwggljyhhiilqvzgbwhrznsqytcxmggtibinliuixllws1,[[1, 5, 3, 4, 2], array([ 5,  4, 16, 15,  5]), b'abiotychnsxfelqvkgmrwzdjpu']
25134fuhsumrccdccltyorzdjpbrzkhgabvrtbrknoektozycyihotiiuvhoxvlorfzkbcrnftoopkzpetqkbkgokxhblqvizfnrwiicb7,[[2, 5, 1, 3, 4], array([ 3, 15,  9, 17,  9]), b'cdkqwfahntzjelrxpgmsyubiov']
41253wulorshuxnmmajuqqfgdqhgxatfdrxdvlzfxgwbcmzsszranlnghuzbubhvdycwitybxbuuhmnjljkfbxwzzpeokthszxhprovay2,[[4, 1, 2, 5, 3], array([5, 4, 8, 2, 8]), b'aciovedjpwlgmsyrbhnuztfkqx']
41325tuvetktiyyqhsryquzlgcoyfxsiybaujowuzqhjkbchzmvpyxingnoseoplugdnhjhdjuubdvkbcbfjcbwblyjdlqyzrtforlrrc4,[[4, 1, 3, 2, 5], array([ 7, 18, 17,  7, 15]), b'ibgotldjqwmchpvuafnszxekry']
35214omzsmbolbltlrndazkerwtjxdkifsbomyytmtpcxerpkrbaeqkltuncsarrowadxgnayxtcujxnjcdtebebncwmursjhwwaivlve9,[[3, 5, 2, 1, 4], array([10, 18, 22, 25, 24]), b'agmsxcflrwebjouzihntypdkqv']
14325rewxacaakvlxfmdgngaydynsznrxcaolsmikzigjujzirvwabueqbkyedqvwrfxfdbxyiuweihmyuxbsjpzgmybxlmhazyfzbqli8,[[1, 4, 3, 2, 5], array([15,  8, 17, 11, 19]), b'bahmtzefkqxpdjovrcinuwglsy']
34251jtyayvourxgrarclosmelklwhiahgbtoykoxpnjzdklmoeulpkcbjgcnvcqqyrhtfhadwihxztcfsylugvdkudxenutkmawkmair6,[[3, 4, 2, 5, 1], array([25, 13, 12,  0, 19]), b'kejrynchpwoaflsztbgmuvdiqx']
12354ezdkyecczecqqttlttcpksjtqyntaxwrxclkighqwwgakzuqryqixjscixjyyjrpqmoajjxefwjjggqrmrdvkmanlhtqwiejgjkf7,[[1, 2, 3, 5, 4], array([16,  3,  0, 12,  8]), b'gafouzhbipvmcjrwneltyqdksx']
52314mescneqoovwjgorwujokhovticyxskclnlevnumsdbyrqhxwoatfbyoacezmvcofprscxmpqwkrygyeuacniqviqcipxqkxsmrhe7,[[5, 2, 3, 1, 4], array([12, 16, 24, 25, 13]), b'belrxfciovkdjqwpgmsyuahntz']
32451jteylxsakjapxwhsrrbqrwfglxexttrhfogwbyqfdndytpoqdkklrrqshxbbghbvfdhmbjabaqlyfeqypltuxeiprofjxrwmpvpt4,[[3, 2, 4, 5, 1], array([20, 21,  6, 15,  1]), b'helrxkbgntqafmszwciouydjpv']
24135tosrifhhydqlyhcuhwkxungkaxydofwkohmdjgbfeumgwnhgpthtnegequrtjosigcxeyzufhlkmxvmrztfojlxygcirbptyfdjk4,[[2, 4, 1, 3, 5], array([ 4,  9, 21, 25, 24]), b'bdiowkagmszpejqxuchntvflry']
41253psfpdxphdystbotrsmzerufvcbcpbobaxrqsdachqtffezzksbycqfvyupbxggxjjzpvwengjumptcsrvyipobehutbyktahjpse2,[[4, 1, 2, 5, 3], array([11, 12, 22,  0,  6]), b'hbgnujcipvoelrxtafmsyzdkqw']
13452xpzomchjikhrouvgsoythcfrvzcxczuzuzzrrowwzrklwohjsvvyuzpiniimsrnsflhudoxrzejjxzpqietwhfhakthrxlqjtkhx7,[[1, 3, 4, 5, 2], array([24,  2, 10,  7, 12]), b'dahotzgflsymbipuncjqwvekrx']
52431iotrcpyqmqkmtvddrugrisaruxpxfttafoqcbngvpdggohvufpajsepkidiasylwdqdfwceowsourmjmregboqxmbgurnwmsvype4,[[5, 2, 4, 3, 1], array([ 1, 10, 23,  6, 21]), b'bfmsyhcipulekrwndjqvxagotz']
12435fugztxibtehyubnmgaroasoexsaanjaiiaxtsitbymrfkytxjiztsnicepuwjrzxrgyavowgoggsxbfhqyjtpnwfzopylzzkxzqw4,[[1, 2, 4, 3, 5], array([21, 11, 18, 18, 23]), b'bagntzhcjouielrxqdkpwvfmsy']
51423anrkeptdisidideycoqgbogapxethwvmoiztqbvjzynvesvukbnoqtnbmsubyddwevymnyobyklulosscnqgxiqoieqkrzpxylam6,[[5, 1, 4, 2, 3], array([ 8,  4, 23,  5, 20]), b'adipvbflrxkgmtyoejqwschnuz']
34512huijtiavsfdtztzmexrhrvhdjgntojbluneaiqaythsgafymhrgmlcknljplpycrewlylqxribhfdwroesphiblbaruefgkcjabt7,[[3, 4, 5, 1, 2], array([ 9, 11,  2, 22, 20]), b'gdkrwhelsxmafotznbipuycjqv']
52413efavuuwxnrqkdpfehfgtipioygvtfzhcainetbphengurqifubvmuxwcmzmkojgahokecngwjvanslwfcwhuqoyanwgyowdophfz4,[[5, 2, 4, 1, 3], array([13, 21,  0,  0,  9]), b'hdjqxmbgovnekryscipwuafltz']
53124ggmbmqnzzhwyvjjllxrkuejmichtqjyoyibhiedgyxkqmaivncfzbmurlqfqkwnxmfxumpxlvxdnkedrxmplqqoxgxilqtkmpabn1,[[5, 3, 1, 2, 4], array([ 5,  5, 20, 23,  5]), b'ecjowidkqxpbhnusflryvagmtz']
43512mophndrdiuaruugjgcatgfsvrxixkiamybmguonlqafzfsmetontagzwvbknibcvsgdxxniflyergsiirtyzdtudqlvbfruewqpo9,[[4, 3, 5, 1, 2], array([11,  2, 25, 10, 24]), b'cemrxhfnsyjbipvlagouztdkqw']
41352qrarlpotuqihmfpctdaavptxfqkvazqaftfsviglgskukyegnbaulguspwbcgnqofkgcjwgpkokzmtudndcxpmndxdqklbqzxyna9,[[4, 1, 3, 5, 2], array([20,  7, 15, 15, 14]), b'adiotbgmrylejpuvchnszwfkqx']
45312shdutprzcgglxingclbsrlyxqprvhmjrydqazaernocvxuyylsbmuqkhesdcgvfphtppgbqyzdffcialetrwlyzmxzgyfbbiifjn1,[[4, 5, 3, 1, 2], array([25,  2,  6, 20, 13]), b'bflsxdgmtykejqwpahnuzrciov']
53124wamlpuzaersmylmdlqxcweykgamylyjdzepigerbognwikduzmbfszgoixbgvwdvnlhofibjwrnpepoyynfpgltephvqcdjjugzz1,[[5, 3, 1, 2, 4], array([11, 14,  6, 19,  6]), b'fcjowhdkpxsbintuelqyvagmrz']
42531tjwtkdvtflvdpmyfdiiaecbguohzgtvzdskwyjvdsvnkdigghptxlkqrszvbrxzazvggzeboelktodqqqywlbyxkepmzcwrunmaf6,[[4, 2, 5, 3, 1], array([ 6,  9, 24, 14, 24]), b'agntycdkpvhfmsxjbiouzrelqw']
34152fzkgmkmazpsklahfwansedyuefdxamyfenqpapfeqqmdwsvsfxqgamabxhxzhblpgrukjaikihdtaxacugwjsbshbwnsjjdtovtq9,[[3, 4, 1, 5, 2], array([24, 17, 20, 17,  3]), b'bfkpuchmrxdainszvejotyglqw']
12534jomwsbudppfljnddbwiqzytfqenprobvbtjfcosetoteetgsyrbjyvqhbkpiwvyejhkoftypzygjhpqilvlzqtajhnvazhhldxaq1,[[1, 2, 5, 3, 4], array([ 4, 22, 24,  3, 14]), b'eaglrznbhmtsdjpwvfkqxyciou']
52314djzfqpgkzgkrfhetwskurnjncxlpxwovfivhxfhnptucutuvouqrooegfxecozndaoskgecatfuanaoqzopnixbnubiawdzsatvy7,[[5, 2, 3, 1, 4], array([14,  6,  9, 15,  1]), b'fdkqwibhotlcjpvuemryxagnsz']
23451adqaxvhvmscumkdwptbspadttnnyuulijbavbdzybegibonxkbxcxqgxclqurtnzlxiuwwreuobjvkhxcrlloajmunvvufinybuz2,[[2, 3, 4, 5, 1], array([16, 15, 22, 24, 17]), b'hekrylafmszobgnvtcipwudjqx']
14352wtacqznctrdwfpyevvkztjivhygppmivrzdfucyrtpfnhxurdmvbzkgtrvgwjsnfykbcryyzfnsyebiylmuacwserhgoobqakyta3,[[1, 4, 3, 5, 2], array([ 3, 16, 16, 23, 17]), b'jaflrxoekqwvchntybgmszdipu']
23415rdihbpgutxbmrfrjoonnvkhjspfnriqlzyereixorwxojuviwzkayfihukxmfetxtcazetzkbbjchklgdfljwlrbiaoobgxxsoid2,[[2, 3, 4, 1, 5], array([21, 11, 17, 21,  0]), b'bflsxdahnuzjcipvoekrwqgmty']
23451roewqmkjarungdurcjxyvdnqqjcnqqewhlcdgdrzawhktndrlurvtpimrkxkpixyorzumdhekcuqssvfjbupiduearhwdjxqvqny2,[[2, 3, 4, 5, 1], array([14, 18, 24, 23, 16]), b'cfkqwpaglryubhmsxdintzejov']
12345arvuhskebileoiwblykkbpqnarwhuahvnhlkcldrwxhmyjwkamjpfskandwwwhvglwzazdkvxpxsentatiaddeeedusmltfnsyqm2,[[1, 2, 3, 4, 5], array([ 7,  1,  8,  3, 12]), b'hafluzmbgnvqciowrdjpxteksy']
54213ykiqmdusfiywgpqaeznpeablibumrntluhqwlcvkgoeogatrxoqsrclkjtnfdngfaqeyyvxjmtjrtnweoqxzjyswjkmbfcvgoqmk6,[[5, 4, 2, 1, 3], array([ 1,  1,  2, 24, 19]), b'gdjpvocintuekqxwbhmszaflry']
34215zsoyzymoszdgmzekvmwejgafcekxmwnhlbuewycqzimtodjjdzbbubvugywjoehikpynuhdprwxqmbvxxxnwtcrlraqqhkbohsyc6,[[3, 4, 2, 1, 5], array([25,  0, 17,  8,  8]), b'gdjpwocinvsaflrytbhmuzekqx']
54123nizqmglwxvdeljzevwrmlabagwcvrzaxtfwumiuwbxpwnfxbcaxcrtzmidmkybzhngllwxwdxpgjqakwglbtljbblcdsmhrbihej4,[[5, 4, 1, 2, 3], array([13,  9,  6, 22, 16]), b'cdioulejqxpfkryvbhntwagmsz']
31542xeptcglgvvyjtfrbljierjhkxadepyrhohbgcpqqatfienakalcieunwlaevkgiuwpkfadtprflcyyjureczgsqdhnapvdaqzjpt3,[[3, 1, 5, 4, 2], array([24, 17,  9, 18, 14]), b'kbgpvlejsymafouzndirxtchqw']
14532pcukwuyftukgmarzpodyxlllhpgzastcqxvaqdxalduiqqalgmabblrwlamzxgymthxqpbigkdohmomjfrbayymzlqntdjimbfiu7,[[1, 4, 5, 3, 2], array([15, 13, 22,  6, 21]), b'cahmtzgflryoekqxsbinuwdjpv']
34512faznliipljkhdsrcctortyaixiqppryrhkktnadbgfzqnroxvvloggzejauoyyisjbsogybnfuqhzevghyirymjauofzqgxmpggr7,[[3, 4, 5, 1, 2], array([19,  1, 25, 25, 15]), b'bflqvegmrxhainszwcjotydkpu']
52431sdoalduimdqbtcnebphbkvbqhexoerwcilprotazbowxhleovivkhxfitijqbaybpuzxeuitjpthdcczdluamperjshvxkxgrrqv4,[[5, 2, 4, 3, 1], array([11,  0,  3, 24, 13]), b'dfmryhbioujelqxtckpwvagnsz']
52143khqdpvrpyxzexbubkqxcsawtjsplonzlunvdcemgwdniqbkbjfdvyelgsljmeablhsbwkxghrntuuzlnghlxwuagbjckupqersjc8,[[5, 2, 1, 4, 3], array([19,  6, 12,  5, 25]), b'ecipvlbhotnfkrxudjqwyagmsz']
45312xkrzbbrdnhjmwigjyoplpyhzwpfvwagbksxbysfqgtlicfcbqptasuqryuynhblatrzwspxvvyvovvyowyilaoadwtsphxewfxrt1,[[4, 5, 3, 1, 2], array([19,  3,  5, 22,  7]), b'afkrweglsyndjqvpbhmtzxciou']
14352paiqhvdnfbjxflpglttmpozaywjzdthyikyzbrmumnnzqxctlhxmtejaftmsgsghoxtteuldcxvlewczviucjhhumzrsbgsjymjl3,[[1, 4, 3, 5, 2], array([ 3,  2, 19, 23, 25]), b'oafkrzqejpxschmuwbgltydinv']
23541zomnsfgvhfsocupyxlxomflzpfyplwjyfbwmpwsviesagfpzdwerqcrhkwavcnnbmpkollkoakfojefzmhyzwldpoocrnsbjerzg4,[[2, 3, 5, 4, 1], array([ 5,  1,  4, 16,  5]), b'nejqxpafksyrbgltvdiowzchmu']
35124swqassdbldrtskanobbnkgstqluiircjchdwdqkllnpbfeivrzzviqhabhwlthotygnjgqyskbwgcjknidbdaxcgexbtednbfaru7,[[3, 5, 1, 2, 4], array([11, 19, 17, 22, 11]), b'hciqwkdjrxlafntzpemsyubgov']
14325ynhgiuoovbdsstdgkrihdntppfyypijmfdxqzbmsszpnasjbopocfeguzdksopxvvvhhsonoxxhhcexijoqllvtcbxpfycmojzky8,[[1, 4, 3, 2, 5], array([ 4, 25, 24, 24, 12]), b'eagmsyldjpvrciouwbhntzfkqx']
34125ezkpidnzrguahscomzzivrrtwibbrxcywvpeubxyeuaysaiznrmfafpoczwmljydpmswzvkiqsulxixmtfadbvckspoapqhmbkgg4,[[3, 4, 1, 2, 5], array([24, 20,  7,  6, 14]), b'aekqvdfmrwibhotzlcjpuygnsx']
45231yyzahvbhhfqcaqnmnogfuassearqrrzgogepdleopxozjvygvtwkeedudensecmdjwtnellbjdksekixzzjqatedeksqbolxtmzy4,[[4, 5, 2, 3, 1], array([18,  1, 20,  3,  8]), b'cfkrypdinuqejoxvaglszwbhmt']
35241jpcjmlleuixhwgvomvshubdmhybayfpgaelsxwxqdlungzxllzqxyerwzzaekpqezwvzxcqvzeemluynvjpopxnlaamxjigasjxi4,[[3, 5, 2, 4, 1], array([22, 13,  1, 13,  0]), b'efkrymcipvoaglszudjqxwbhnt']
24315gtiridtrpbgbammmdzeudqdmyvvrdromwixqcvcaaycffayrczsptpuqhnhgroztrisqlcyjjfdyndiamhrwnfothoireutzmvfq8,[[2, 4, 3, 1, 5], array([10,  6, 21,  9,  3]), b'belrxgaiouzhdkqwmcjpvtfnsy']
42153teofrvvjfptcqeqjchsyvrpicgxtxcpckuvbmnlheahbcbtcdywxobhqqgbmvcxyywaneyguqhqugyaldjlibtcwuifoldhqulaf8,[[4, 2, 1, 5, 3], array([14, 16, 25,  6, 16]), b'afkpvbdjouehmrxscintyzglqw']
52413xlyohjzxwkzkdjqghefbxepubavjxakhsgmjfyyoyhihhsorukqwnnsnohbjsanozlbbswcidcsssdnsotdqfdjpclbumbzhydce4,[[5, 2, 4, 1, 3], array([ 6,  6,  5, 11, 20]), b'demsxhbiqvkfntylcjrwoagpuz']
34152jeppruiuyslmieoohviixgpbyesmaasmsaxqgiuoxiivvpnyxfsxhcpgblmveipnzqwsqskxalcxzcnalmkxtmipvgjexcxexoka9,[[3, 4, 1, 5, 2], array([18, 21, 24,  8, 10]), b'bdjovfglsypahmtzqcinuxekrw']
13425yzplsfsyzjlmwmlufnjqesbpxvjlpjtseeserrejgkwzighjjzmchjzzcbcwyngqcccfvbjrfsymphqxmdmasrqzitxsoitzunfu2,[[1, 3, 4, 2, 5], array([11, 21,  3, 20, 11]), b'abhnsydflqwjciotuekpvzgmrx']
13254datxavudhzasonvhmhmsbpddcfelefmsaitcqulrmzbivbxfuewpffutdovptqhemxhakhqwlumoifuuknfgbjbreujslcukmfyo3,[[1, 3, 2, 5, 4], array([ 6,  8,  4,  8, 13]), b'baiotzfdlqwhckpvjgnsyuemrx']
13452givnyilcaetmpmnmsiaesluapfwybmlbymnemwrvwyxvldxtbrnhgpjmbybxyxsisekkeuyrprosglpjqblrliqbcbuyaufowihg7,[[1, 3, 4, 5, 2], array([20, 12,  2, 14,  8]), b'abhnuzfgmsyicjovpdkqwtelrx']
32415vngljewgmhkcihedfxcfuowatbitucwqjvqkxpjzftadbcghsxlpktovdhqiwufvznenpwimotgehdqpmjrzzhphyephtozlhowm4,[[3, 2, 4, 1, 5], array([25, 10,  8,  6, 23]), b'kdipxmbgnuqaflsztchowvejry']
23541mpkybpmyylsbsfgayfuwzmuwownyzfmzscdlmarixkcknksmgakjiwzfmijwswsbdjackillgzmtzabnwuvgvzulglckmkupyynq4,[[2, 3, 5, 4, 1], array([19, 24, 18,  2,  1]), b'iekpwraflqyvbgmsxdjouzchnt']
23451ifjkpbdarujldrjgnhwaybxjhdklahzkazrmpzsofaipjiovnqdbvqxlusgrqgnpdvzmrmfjlswnkanwbbywkzoeuyvaojnsxfbq2,[[2, 3, 4, 5, 1], array([11, 15,  3, 21, 19]), b'eflsxhagntymbioupcjqvzdkrw']
12354moecapditvbuqsgkqdvnzxhenpuotvzevqrfiogoyzsgejfyypzknyduborkqgelwjkhollitiyvnjvnkcrlalfrnlewwghwgsiw7,[[1, 2, 3, 5, 4], array([15, 24, 17, 15,  0]), b'eaglryqbhmstcinuvfkpxzdjow']
13524dcnfqxrjzxqfcbvgwhscweflozujhzwpbrjqzjaoyrtmejzkypsqjpocbhmsthcofuupceftayxksqnxbwuxyjgighrdetjtmhbw9,[[1, 3, 5, 2, 4], array([ 2,  8,  5, 20, 23]), b'bagmtykejqwnchousflrxzdipv']
52143pfphtrbkiovtyctqtrbyhxmlkbuyqycvdxretvhgjeuhklerevyuhqnjpmzkqqizakbagqdyqboyzthzutiameosihuebbyhkbzo8,[[5, 2, 1, 4, 3], array([21, 21, 15, 11, 25]), b'ecinuobhmtqfkrwydjpvzaglsx']
35241hbjxfazveelefqergnywcfvrysfqdxunafspsdhcgucglfpusocuzwlffxsneveehxpagztmwmcaigpyyonmndxecvxswoumzivj4,[[3, 5, 2, 4, 1], array([ 2,  8, 23, 19, 15]), b'agnsyedkqwibhouzlfmrxtcjpv']
15324inhequfdevfyljaaplhuqtwwplxywzpiauspmgukcpkjvxlveqwzgojifyphfeyqskallvszrltrczzqzodhoailrtrjmetnuzry1,[[1, 5, 3, 2, 4], array([20,  7,  9,  3, 21]), b'cagltznejqxpdiowrfksyubhmv']
