fkghdikaeeklgecgdkkchfcedbemficgllfaighiffdmabiaiheelaibcmaekhegfcgeaiibeefgmicdiialkddglgacfmffbfelgiffbgabdeiakiegfcbkkagffgmkcliialdagdgadifhhkhgigdfcmdfghbclimlieehflmbkimleiailkgbgaflmemgfibmcahmgdahbdhkfichbmahlicmdciaakfkfildiaalcffammbcbakcikifdbcdfflimmefgiflkfkbibdiemcaeeccaibmlehgikbcgehffbeemdmdeifiidgiifbkhgifklimiifblcgieaklchfbiabcbaekdelgiglkggfdiakclmiiialdfiemikcggmiimfbkcgghlhmielliiblcemgceeieaiilmfaikddbhfgedllicfkcegcelblkiilhhimhmgiblhfmbaabahgidgkgdkbhdhaeimalfifklidgemfi,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
fgmlebmbiifaikmaikdcafmmhikaciaidgkeccmgebcfkkllchfihfdmiibcimicfkliaeidiafahgdfmmhifblmaeiiiamegfkfgckhibhaiidhmfkfeillmbgggkdaigfkihaeigiabmbfhecmgmacbhifciidbblcmgkfadlieglkbdemglgbffmhabcmccdaefceigglkmfhckadahacimimilgdcceaikemkciaididlcedafgchghfffalihiahkmgdkiddgdiibfclceiaidfhkchhgilmfaleldkfhhbigfihhadheciihfbgbigachihgkdhibchkmladididheilgfiiklddbmhgaaedhidbdggkkcdefiblbhiklikgimcaadbceblgcifhmechfgfkkdakhgddalekdibceicimcagiclkfmihcebembgaihdigmfakegbbcibefmdglkbfidmiiimclffhlmkiidgdk,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
kfidckebceallgikggibibgalfgedkgagkffalgklcbiffamgegildedciegemmclildehdcmgbkeabggkceamhihiimhdlhighhkkbcfccmgblececahfbikmmaafhfihaickdhhdgcikeafmclebkddmekiidmlfblamddhmieeblickfbdhbmlabmclidfcbbmkdglhhekeidlddfmdmifkhalgihkcgkhhhgfikefggicicciiadfeimmaifhkhkbkleehlfbhlmhghimfiiccbilililbhgmcbcdkiigcbilmbekfikkgahciclhcihiiliihilldeccdfgdlghelllidkfffmkhcilfibhlhiiaglfckmhfadefcblmadihfbgaifcllfdieieabkkdlffcedaciihbgeflicficaeeiahmkldkmfdelbmhbfmcmbebmiclciheiehbmlkfgidgdihlafcmkmblmhemiieafac,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
iblcccibdflicagmddmmdkebebdbaeggilielcaimemmbkihiihabkcaifhbahihbgibchleageabdaeiidlcmflgakkhgmdeilkhdgcehiiefkilfamikggklfkdddaikdielbecikgdlcmbacemfbmihiagdligkgcibiihmieleiiiciimcacemeelikiebikdkkbilmaakcaafcemdhdhkekbdlddfiamlgeimbickkielbhgkedccdiibkbmfedcfdhkgbfddafcgbiaglelgelkleklffekklkfeilcmmmlffmfddgibhikfgaeicimdcdfkgdeigchfeihcihkhcaihimabeahgfekddgaaccehchilclfaballddfkdfldiicceimfghcgkmmlldiagilcledmmgfifdfkiccihiilcheielmifahcliebfgfmeblibhiblabmhbfekhhmmiclmehakdimgclfklfgiecfib,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
agkbiegekcekmclgihkckeimgifdgcfaihgdmchgamdachbdbbedcikfkamiihchcihgebiflckgleamghgbmlekilickckgdfgahlifmgfmfkmibffemhbbdkhigmekfibahighiccahalgblkgdkcaiceaiafbmeaiafblahdfchfbiakedmgigdackgiagiibfiiiihmbielbbdmkhifhbillmiebacekebkifiglmbaemdmmfmdifmaciaifahbigadmldiladiimaabdmdcciebdidchiihbiaflfgffkibkffkcfadbgagifkbgdfhmebahgilceglihkmdibhkilhlalkammikdckedhifhafdccakfcbielbfmefmiclkacikdkcabedchieaiabemkdeahhigddhkdgeklcidikcilmlbcdaccafiedediialiihlebgdfelicmialcmcibdgidigliemhfamdiiefkgiic,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
kiiiehibmclcmicikcecegemhbdfaeiiiimgbhabdgmikaklmckcmfliaggglfealdkdffdhkbfelcfigekabebiihiaaelklcillfidmhgmgedgmgiaifdgeagbbmgeimgaceabclbkffbfhiebificiakfmigcdfbaifklgdmaccbmfhedmhhcdigiielmkdkideabdbbkfglicciggmleichflcgacdgligimcibickhgikcmigdkeehaaifkbilihbcedlihhkfhgcaacmcmcgmakmghdmihgkbaicdbekakdgeadeiieililifhiikmmhlbfcieifbmifdebbemfciedblgmfliaaillaemckklambbccgbmglhbehleemflhdbfgigiglbcaghhmhbbmemimadgfamigkhcgfebmkdaikhcebgcebccifkchafkiedgfkigdfaafgikfaceckcaiiibcdligicgkclekieeidd,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
eklhbchfekfagadcilicibkmmmildmcgiebdkeemdgbafiediailacgkgecfiiiahfiadfagdcidaeldbcdceckldbifadlbacdlbhilibkakmfihkaigmekgkmebichiifgecfhiiihmfcaibldeiblgbaicligmbeidhfgibdhcleddaddbiiccdcmelmcbeabdfcmhkllghggmdlfbchkmcieffaegikfecckmkbaikccbialibffggfagcmcggfghbehhfadikidmbhmabikfhhlbdiigmicihbgaeklfcicfckbbihcdillklbiiaihcdaadlkhkmhcfbgfiaibdildciiedefcfkghbggheadicimgdhiahiagedbkifkgibiiikiececlimdiffideaglaicmbhccelggilbeiclhiaalcahifkciflamambkkailmeallmflblelimfbamaimgdcackcelbhbailebdeekmf,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
hlliididaimgiklcgkefbgihlclhifmfkhbklakmfiidkimlhihflgkkmicegeaeghefiicekkcfhihccklgeaemacdedbageiemabccmlbbbdmeiegcgkddhccbgfaheihgidbihifbaifffdeagfhkfbgiimmgailbgiemdficlhmabieibggkdgeddghgieaemimdiiblhibbgbilbidlkklmkgcgimlalghfildadckbdilacicffkibelemifeiidhdgkaaleiagllgbicdcdbkbgahameiglahiimmfiibilcfahafibbbhiilablbfmfgdihciblbmaflhbifldcfmegclggaicmaliekkhbbafmffabgichimiamaefclkakbcdgiidliamfimdfcfcaaflffcbheaikikigdibicikefgihamhidcbeifciibdcfbceealbaihilaaekfailahffmlmcilblifeeelbgeic,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
mambbfbcmikibdfhakaciffiifehcifkfegcffaahhehliaadkblkhlgehebiclhcfkikilfhmbefhefmdahfaifaigfibeiiclkfbmgdaghhifghddfgglkifdefdgalblaemkegiaekefbamchidkliglkgiceigdakhaegifhalidakimlfffacldkaeemkbelemkldmmffgagmiilaafeldkfebilliiaimlicgiacgfgeeifcaidfmcidibldhbmkdaeimcfbabdfegdlbfeccaeheibcidahhmbblhfiihiifbeefflbkkbkkibdgcgiddhbefhghechikehbmihclhliiheiflhbachciiccakalaifhlhihamlflbmiibemkllkgbdaekilihadcbbeaihkhibmebbcbibfhclikdiglibmmmifglgflifeieicagkhhibebeggledecaeicifghlfahhgmhhdllffmgflli,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ilbcdbdfiaegfkfiefimmfmbcaeccmihhhgffgimimgliehddfegfkielkgeliaiihliaalilakfgeaddalbhflbaemhhakfibikieidkiclaaghgcbhkmkkfielaehehlmheekhiiieigddehfcgkfikcfklelihilbhefeiihcfgedihldgglkkillbdkhfmfdgdhbakamdgeciemifkadheidlaihbmehegeiicibghladkmelihhdabiidiabiifdiibhdldgikegclgccckkmcchkmdiibiegbgdfdlfbheeillihebahaibafkdkilhdbldmeaaclabdblmiaccgamklkafiicgidlfcagbikhhbaffigcdbdamhdhhhhiaihlkefkmhlklcfeiaedilfbkieehidbmekidibhlmgikimbelddihilkgibdeibblicklmcgklgmllcihbifbaeedcghdkicibcmlbhidchcmhc,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ligledebmifelecaaheklmmficacfemeekehglkgifdkbhhlfhamcmiadfdgfklafgbdlbcifihckaakbekhdahccgkmibhfdmkagkeaaahaicmaabalglimelbemghllkkimidbggfaadhbmigmbbkfikcfielkeiilfemamaabgdlegdefmcfbidgblcbimhakfegcdaeadmikimllbahdbeceidffdmcielddfecdklihhkkledkihifmkcclccadcmhkdcghehiaalbdiidalbbbkhdlgiffcmibcamkelakkeighfhdchabaiiifdgeidlbkffailhdmfhhkkcielbghgkbkbaifdkiaeffaagemddgkkdeeihmfgagemkifilklgaaaafbigbgegifacihcegegcmmaeigfclecalikaidhfiimlfimachfihimbaibcimgbdakilhibaegdaffkikbamchfdilkillkbiahfc,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
giflhiihmgbglifedaifmfmllgdacibfllicmcfmilgebfcdblbchhabdfldhckkkghekcmhaickeilecabiihbmccaelimimgameihmhiahimflimlecflbeaehcbfibkmeedillemicdiiiiiiekfmldmkkfgeddfdleckigefbgbimiahdbgmhaidadiiighebibiibmdkbmiihdkgimmcglbhmdflgicgikiffdkhikclgiliicmbmccaciahekkiefkmdfkbbkgdaglfafihlkdiimfilkckcebkifeghmfiifflembiibhkekilbkfkhdafeihflihkacelihkkihbabiimcfgimmgemgglcaeiiccfahckghkmgmimggahkefbgiklakadcfkaclggmgikfhfhadlbfgigmamgmmeiiblilafffidkmciabdhiddelmlicibbghdkdaicklhhlbidaakhadiimdbgemkkikba,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
kdllfmhedbgahiigidibbkhhkbgeckcaffahfbmdkgcdfgichdbkikmdcakfiaeebhemghcaificagbcgemhkdgkbkkgkdffmkcibhlgfkaakfdclfaccmcdcicgihdkeficlhhkifdkebmeklimcfgihimgefibildbmeimikkahigamdehdlkamkibmaamiihmdgiciadhcamaiglgimlbemikffdiaggiiileagabflmaaakgilidfeclefcbdheeigbmaiacabambmhchbkemmigdlllebbmbdbehccigglamfmhmabgigbebgfccgilbafebicigbaileeiebeccbggdmllakekfgdebaibifhidgkielifhiileikhhclemehgmmckhefeiiahdkhggclcfalhihdgfimaiabcgmlabfaaaidfiiclmmecimidckhkibiaggieabcafbehhiiilhclfihadmikdkbiiddmmhib,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ibgidggidkdkbkllfeigfckhbkkaedgfeehfideamiafgakiacmelgkelikkdmidlgkhielhflkgfifiehhiaeiciagghkkemhfemafailmkiemfefcfiidafifhagmbfideifmdgmigcffhcfialikiabfgdcgkkfedkaimfeaiakillemifcklifcggaigekfhiflbfkefhiihemgalmhliiggehglabhhakgmikgicmidkmfcahgileikkgblhfmkicfefhmfdfecibmifbgghkbilfamkdbgcgckhalifkkfickmgefmcfgbkgiaibkadfikdadamameabgmakfbilckkadadillcbmdfabmglkhbgmldcmfdkdmkilkckgdidikldcigddkgbdcahmadghihdafggafaclmfhkiifgigiglmaiiahhmmhifhgkbedihlabifdlcembdadaedlmmihdieidcmldaiidaemmekfci,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ffdilllhgfmefigekikdgiailcimhgmbkkgmddhkdclkmcdmgkicllcimiceibmkklbdhiihmkelhidgafialibmhbggafeimlblmdldiiehfccilhbfcamiiagihlgkiihiamdiaaigildglgcifcfmdkciamlgiiieifielkikfegfabdcbilfdldfahecbklmkibildfhkfkklammeahfgedmcflmhflhmelkihldickdmleeckmgidkhihghgagiacgggchgfdfeahbhegidgcghdiibgdibkhhilclhifbgfedhkglieiifahcdiblcclkamfaefhfdbhbgmglaibifickeaimckdlbdbdfefcbbfblbfdddgllgkflhmdkmmfkhkaiahcilceaihlieilikkefbhiliikaikafldlffaciadfkihhlckbbdemfmfgdbdkgcegdaimgkdimedfleeckhdfmhgeacdklilfhacce,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
mmmhbckggibgakedebadellmekciibheimkichmckigemlbaicmlbidefddcicbfiaihimdbmhcacaiiachklhafahihkdkiblddchhkcciefegeglimgaffaiiicgdchgfiemibidlalmhdbbagkfmkeemhibdhdhgicfiafdkfkcfcbkeiealelgklmgiiffkbimakaifcgfhbmibiklmlcafhggicmaldembiegfidlkcdlcalbehihaahdkdhgdghgfhkiakifbgedgmbbdhigahflcemmefellfbelekdihelimbiiabfimgbkmifcbagdakmghliiihbaibbdmbhilegdfgkgeeekddkeeelcbfdkgkebbcideiaiciemihcfelalfcmcbbgggdefgdieehdamimglidmelhkmbccggfeiikaigiffilbekggggedkiihifbmkakimdgkagbmgfebhggbdaddgfakdmhedkkmb,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
blcdlbldefgfkmikhcaafciiiikaeaiflbdaldcgcallddlkbadgfgfiiillcbmgllalaedmdikmmgifgmecgillgfcglcmdddghbdigahhbmggligcfgmiecidachkbbiiiiiidmhimbfdbigkdfieifbihhkmgeilibfbhmdihifmkggahmiffdeielicamlmmbfmcdgbelkideldkmfidflieaibhebkiembiiihihfemcaafgkbegaiakcmagbhdimigaldklamkidhflcheimclmblidhfhdidfaimieldifgihdckiegfeidgcmebgahiefiilaghhilgicchhkhcckaidcaiabhgehcikhldimmgmmaagfblfiimfidlgcbfleakihcbalifdaeccgbmifmdldkihifmehlhcelaiekkdikemghciffbmekmmbhbadhklcbigkhhmadkcfiebmgkkdmclicicliidelbecbfa,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
iedllbkiigeahkmdillliidagfbifhabdmlgdeefeahceifefleakbgkckiiiiimdcekaliahifakdfgdcedbmdbgeihmikgfacfakllaadkgmmklebbcibbelcihifmccmcedbcddlgbahibfmcbggiecggiamdcbembhdkidimdheilfdhbmlddkdifbhlhbmllegdmiiablmheggccilmfegclikakmeidgccclkaibhbihbkmlicmckickbdmmikbikkbmgbkabfmdfgcbcmggihbhkmdddeceemefmkegaclcbkglcbehedbgkklciiglgclaibfikmemkgbikkfdaiklfmhgeiabdmelhffmmlmeliebmehlglbalghiffakaciiaggebeblhbhikfgibhmigmehidadddmgikliihaicggabfikfgbmidibfiageceeeibcicbaigibhalblgcikifiicgighiiaadihibcgg,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
